Topic,Yield Score,Verdict,Is Tagged?,Years Found,Key Fact
Angela Carter was an English novelist poet journalist,10,✅ HIGH YIELD,YES,,"Known for feminist, magical realism, picaresque works."
Nights at the Circus won James Tait Black prize Asked in Exam,10,✅ HIGH YIELD,YES,,Nights at the Circus won James Tait Black prize
The French Lieutenants Woman by John Fowles published 1969 Asked in Exam,10,✅ HIGH YIELD,YES,,"The French Lieutenant's Woman by John Fowles, published 1969."
Sarah a social outcast known as French lieutenants lover Asked in Exam,10,✅ HIGH YIELD,YES,,"Sarah, a social outcast, known as French lieutenant’s lover."
Varguennes abandoned her returned to France and married,10,✅ HIGH YIELD,YES,,"Spends time on The Cobb, staring at sea."
Charles loves Sarah advises her to leave Lyme Asked in Exam,10,✅ HIGH YIELD,YES,,"Charles loves Sarah, advises her to leave Lyme."
CAMPUS NOVEL,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
Dorothy L Sayerss Gaudy Night 1935 also fits Asked in Exam,10,✅ HIGH YIELD,YES,,Dorothy L. Sayers's Gaudy Night (1935) also fits.
Kingsley Amiss Lucky Jim uses comic or satirical themes Asked in Exam,10,✅ HIGH YIELD,YES,,Kingsley Amis's Lucky Jim uses comic or satirical themes.
Friends mocked her as sexless immature resolves to marry,10,✅ HIGH YIELD,YES,,"Marries Dick Turner, a struggling, lonely farmer."
Kings of England 14001550,10,✅ HIGH YIELD,YES,,"Henry VIII (1509–1547): Six wives, leader of Reformation."
1564 Birth of William Shakespeare Asked in Exam,10,✅ HIGH YIELD,YES,,1564: Birth of William Shakespeare .
The FleaAsked in Exam,10,✅ HIGH YIELD,YES,,"""The Flea"""
A Valediction Forbidding MourningAsked in Exam,10,✅ HIGH YIELD,YES,,"""A Valediction: Forbidding Mourning"""
Title adopted from a popular compilation of the day Asked in Exam,10,✅ HIGH YIELD,YES,,Title adopted from a popular compilation of the day.
Series of twelve eclogues one for each month Asked in Exam,10,✅ HIGH YIELD,YES,,"Series of twelve eclogues, one for each month."
The Witch of Exmoor depicts withdrawn old author,10,✅ HIGH YIELD,YES,,Short story collection: A Day in the Life of a Smiling Woman (2011).
Sarah and Louise two sisters are central characters Asked in Exam,10,✅ HIGH YIELD,YES,,"Sarah and Louise, two sisters, are central characters."
The Cement Garden 1978 Asked in Exam,10,✅ HIGH YIELD,YES,,The Cement Garden (1978)
Atonement a 2001 British metafiction novel by Ian McEwan Asked in Exam,10,✅ HIGH YIELD,YES,,"Atonement, a 2001 British metafiction novel by Ian McEwan."
Saturday 2005 is a novel by Ian McEwan Asked in Exam,10,✅ HIGH YIELD,YES,,Saturday (2005) is a novel by Ian McEwan.
Henry Perowne a 48yearold neurosurgeon is protagonist Asked in Exam,10,✅ HIGH YIELD,YES,,"Henry Perowne, a 48-year-old neurosurgeon, is protagonist."
Peter Ackroyd English biographer novelist and critic,10,✅ HIGH YIELD,YES,,"Biographies include Blake, Dickens, Eliot, Chaplin, More."
Graham Swift is an English writer,10,✅ HIGH YIELD,YES,,Swift’s books filmed include Waterland and Shuttlecock.
Last Orders won 1996 James Tait Black Prize Asked in Exam,10,✅ HIGH YIELD,YES,,Last Orders won 1996 James Tait Black Prize.
Varsity novels focus more on students than faculty,10,✅ HIGH YIELD,YES,,"Subgenre: Campus murder mystery, e.g., Gaudy Night."
Literature professor at University of Birmingham until 1987,10,✅ HIGH YIELD,YES,,"Known for ""Campus Trilogy"", satirizing academic life."
Malcolm Bradbury 19322000 Asked in Exam,10,✅ HIGH YIELD,YES,,Malcolm Bradbury (1932-2000)
Sir Malcolm Bradbury British novelist critic satirist,10,✅ HIGH YIELD,YES,,Best known for The History Man (1975).
Taught in Hull Birmingham later at East Anglia,10,✅ HIGH YIELD,YES,,Taught Ian McEwan and Kazuo Ishiguro.
The History of Man 1975,10,✅ HIGH YIELD,YES,,"A dark satire of academic life in the ""glass and steel"" universities."
Possession awarded the Booker Prize in 1990 Asked in Exam,10,✅ HIGH YIELD,YES,,Possession awarded the Booker Prize in 1990.
Culture Studies,10,✅ HIGH YIELD,NO,2025,Found in question papers.
Literary Research,10,✅ HIGH YIELD,NO,2025,Found in question papers.
Commentary,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
Choose the correct statements,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
Final Verdict,10,✅ HIGH YIELD,NO,2025,Found in question papers.
Rhyme and Theory of Poetry,10,✅ HIGH YIELD,YES,,Horace and Philip Sidney believed rhyme is not essential to poetry .
Utopia Dystopia  Early Renaissance Works,10,✅ HIGH YIELD,YES,,"Raphael Hythloday narrates Utopia, where private property does not exist ."
As You Like It,10,✅ HIGH YIELD,NO,2025,Found in question papers.
The Way of the World,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
Booker Prize winner despite controversy over similarities,10,✅ HIGH YIELD,YES,,Compared to Faulkner’s As I Lay Dying.
Hilary Mantel 1952,10,✅ HIGH YIELD,YES,,She is famous for Wolf Hall (2009) and Bring Up the Bodies (2012).
Arrange the following in order of their publication,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
The Dunciad,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
Chronological Order of Publication,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
Dante Gabriel Rossetti,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
The Needles Eye published in 1972 Asked in Exam,10,✅ HIGH YIELD,YES,,The Needle's Eye published in 1972.
Defined the Ten Types DaśaRūpakas of Drama Asked in exam,10,✅ HIGH YIELD,YES,,Defined the Ten Types (Daśa-Rūpakas) of Drama:
Explanations,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
Correct Statements,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
Correct Match,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
Scrutiny A Quarterly Review of Literature and the Arts,10,✅ HIGH YIELD,YES,,"Scrutiny (1932–1953) was an influential British literary journal founded by F. R. Leavis and L. C. Knights,  dedicated to promoting rigorous moral and aesthetic standards in literary criticism. Published quarterly, the journal became the intellectual platform for the so-called ""Cambridge Critics,"" advocating close reading, precise textual analysis, and the belief that literature should play a central role in shaping cultural and moral values. Scrutiny featured essays, reviews, and debates that addressed not only literary works but also broader issues of education, culture, and society, often challenging popular or sentimental views of literature. It championed writers like Jane Austen, George Eliot, and D. H. Lawrence, while also offering sharp re-evaluations of canonical authors. Under Leavis’s editorial guidance, Scrutiny shaped mid-20th-century British criticism by insisting on the moral seriousness of literature and resisting purely impressionistic or biographical approaches. Even after its closure in 1953, the journal’s intellectual influence continued to shape literary studies in Britain and beyond."
The Imaginary Order asked in exam,10,✅ HIGH YIELD,YES,,The Imaginary Order
The Symbolic Order asked in exam,10,✅ HIGH YIELD,YES,,The Symbolic Order
The First Book of Common Prayer 1549  Thomas Cranmer,10,✅ HIGH YIELD,YES,,Published in 1549 under Edward VI’s reign .
Utopia published at Leuven December 1516 Asked in Exam,10,✅ HIGH YIELD,YES,,"Utopia published at Leuven, December 1516 ."
His Works Chronology Asked in Exam,10,✅ HIGH YIELD,YES,,His Works: Chronology
William Tyndales Bible 1526 Asked in Exam,10,✅ HIGH YIELD,YES,,📘 William Tyndale’s Bible (1526)
The Great Bible 1539 Asked in Exam,10,✅ HIGH YIELD,YES,,📗 The Great Bible (1539)
King James Bible 1611 Asked in Exam,10,✅ HIGH YIELD,YES,,👑 King James Bible (1611)
Origins of English Drama,10,✅ HIGH YIELD,YES,,A commentary on a volume of Biblical illustrations
Mystery Plays Asked in Exam,10,✅ HIGH YIELD,YES,,✝️ Mystery Plays
Miracle Plays Asked in Exam,10,✅ HIGH YIELD,YES,,🙏 Miracle Plays
Peter Bell 1819 Asked in Exam,10,✅ HIGH YIELD,YES,,Peter Bell (1819)
1806 Ballads and Lyrical PiecesAsked in Exam,10,✅ HIGH YIELD,YES,,1806: Ballads and Lyrical Pieces
The Nightingale a Conversational Poem Coleridge Asked in Exam,10,✅ HIGH YIELD,YES,,"The Nightingale, a Conversational Poem (Coleridge)"
The Dungeon Coleridge Asked in Exam,10,✅ HIGH YIELD,YES,,The Dungeon (Coleridge)
Simon Lee the old Huntsman Asked in Exam,10,✅ HIGH YIELD,YES,,"Simon Lee, the old Huntsman"
We are seven Asked in Exam,10,✅ HIGH YIELD,YES,,We are seven
The Thorn Asked in Exam,10,✅ HIGH YIELD,YES,,The Thorn
The Mad Mother Asked in Exam,10,✅ HIGH YIELD,YES,,The Mad Mother
The Idiot Boy Asked in Exam,10,✅ HIGH YIELD,YES,,The Idiot Boy
The Tables turned an Evening Scene on the same subject Asked in Exam,10,✅ HIGH YIELD,YES,,"The Tables turned; an Evening Scene, on the same subject"
The Convict This was removed from 1800 Editions Asked in Exam,10,✅ HIGH YIELD,YES,,The Convict (This was removed from 1800 Editions)
The Examiner 18081886,10,✅ HIGH YIELD,YES,,Founded in 1808 by Leigh and John Hunt.
Chinua Achebe,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
Geoffrey Chaucer,10,✅ HIGH YIELD,NO,2025,Found in question papers.
Chronological Sequence,10,✅ HIGH YIELD,NO,"2024, 2025",Found in question papers.
Henry Wadsworth Longfellow 18071882 The Song of Hiawatha 1855,10,✅ HIGH YIELD,YES,,The Song of Hiawatha (1855) .
British Literature 25 Questions,5,⚠️ REVIEW,NO,2024,Found in question papers.
Features of Romantic Comedy in the Play,5,⚠️ REVIEW,NO,2024,Found in question papers.
Publication Order for Context,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which among the following is the last novel of George Eliot,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following texts has been written by Rabindranath Tagore,5,⚠️ REVIEW,NO,2024,Found in question papers.
Identify the ones which are matched correctly,5,⚠️ REVIEW,NO,2024,Found in question papers.
Indian Writing in English 24 Question,5,⚠️ REVIEW,NO,2024,Found in question papers.
Arrange the following in chronological order of their year of publication,5,⚠️ REVIEW,NO,2024,Found in question papers.
CORRECT EXPLANATIONS,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following is not correctly matched,5,⚠️ REVIEW,NO,2024,Found in question papers.
Chronological Sequence with Years,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the given statements are correct,5,⚠️ REVIEW,NO,2024,Found in question papers.
Key Features of Kanthapura,5,⚠️ REVIEW,NO,2024,Found in question papers.
Who has written The Life Divine,5,⚠️ REVIEW,NO,2024,Found in question papers.
The river Ganga,5,⚠️ REVIEW,NO,2024,Found in question papers.
Identify the poet who has composed the following lines,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following is not matched correctly,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following is not an autobiography,5,⚠️ REVIEW,NO,2024,Found in question papers.
English over Persian as the administrative language,5,⚠️ REVIEW,NO,2025,Found in question papers.
Who prepared the first blueprint on English education in India in 1792,5,⚠️ REVIEW,NO,2025,Found in question papers.
Indian Writing in English and Development,5,⚠️ REVIEW,NO,2025,Found in question papers.
Examples of this rule in action,5,⚠️ REVIEW,NO,2025,Found in question papers.
Analysis of Incorrect Options,5,⚠️ REVIEW,NO,2025,Found in question papers.
Which of the following is an example of Functional Morpheme,5,⚠️ REVIEW,NO,2025,Found in question papers.
What do we call the space between the vocal folds,5,⚠️ REVIEW,NO,2025,Found in question papers.
Detailed Explanation,5,⚠️ REVIEW,NO,2025,Found in question papers.
American and World Literature in DEC 2025 UGC NET English,5,⚠️ REVIEW,NO,2025,Found in question papers.
Match the List I with List II,5,⚠️ REVIEW,NO,2025,Found in question papers.
Which of the following have been written by Ien Ang,5,⚠️ REVIEW,NO,2025,Found in question papers.
Culture Studies in DEC 2025 UGC NET English,5,⚠️ REVIEW,NO,2025,Found in question papers.
E Grammatical,5,⚠️ REVIEW,NO,2025,Found in question papers.
C Phonetic,5,⚠️ REVIEW,NO,2024,Found in question papers.
Neurological and cognitive processes involved in using language,5,⚠️ REVIEW,NO,2025,Found in question papers.
Language comprehension,5,⚠️ REVIEW,NO,2025,Found in question papers.
Chronological Order of Language Acquisition Stages,5,⚠️ REVIEW,NO,2025,Found in question papers.
Chronological Order with Details,5,⚠️ REVIEW,NO,2025,Found in question papers.
Chronological Order of Novels,5,⚠️ REVIEW,NO,2025,Found in question papers.
Chronological Order with Context,5,⚠️ REVIEW,NO,2025,Found in question papers.
Arrange the following statements in a chronological order,5,⚠️ REVIEW,NO,2025,Found in question papers.
Chronological Order with Country Details,5,⚠️ REVIEW,NO,2025,Found in question papers.
Arrange the following books in chronological order,5,⚠️ REVIEW,NO,2025,Found in question papers.
Chronology Based Question,5,⚠️ REVIEW,NO,2025,Found in question papers.
Types of Literary Research Include,5,⚠️ REVIEW,NO,2025,Found in question papers.
Identify variations between copies,5,⚠️ REVIEW,NO,2025,Found in question papers.
Reconstruct textual transmission,5,⚠️ REVIEW,NO,2025,Found in question papers.
Detect printing errors,5,⚠️ REVIEW,NO,2025,Found in question papers.
Regulated curricula and examinations,5,⚠️ REVIEW,NO,2025,Found in question papers.
Reduced the autonomy of universities,5,⚠️ REVIEW,NO,2025,Found in question papers.
Lord Curzon used the report of Indian Universities Commission of 1902 to,5,⚠️ REVIEW,NO,2025,Found in question papers.
Western literature and science over traditional Indian knowledge systems,5,⚠️ REVIEW,NO,2025,Found in question papers.
Choose the correct statements amongst the following,5,⚠️ REVIEW,NO,2025,Found in question papers.
Choose the statements given by Virginia Woolf about women,5,⚠️ REVIEW,NO,2025,Found in question papers.
Choose the correct events corresponding with their year,5,⚠️ REVIEW,NO,2025,Found in question papers.
Choose the correct definitions of language,5,⚠️ REVIEW,NO,2025,Found in question papers.
Metafictional techniques,5,⚠️ REVIEW,NO,2025,Found in question papers.
Patrick White and Christina Stead are Australian novelists,5,⚠️ REVIEW,NO,2025,Found in question papers.
Read the following statements carefully and choose the correct ones,5,⚠️ REVIEW,NO,2025,Found in question papers.
Read the following statements carefully and find out the correct ones,5,⚠️ REVIEW,NO,2025,Found in question papers.
Corrected Matches,5,⚠️ REVIEW,NO,2025,Found in question papers.
Choose the correct match of play and playwright,5,⚠️ REVIEW,NO,2025,Found in question papers.
Statements Wise Question,5,⚠️ REVIEW,NO,2025,Found in question papers.
Chronological Order with Explanations,5,⚠️ REVIEW,NO,2025,Found in question papers.
Arrange the following works of Feminism in chronological order,5,⚠️ REVIEW,NO,2025,Found in question papers.
Arrange the following works of Criticism chronologically,5,⚠️ REVIEW,NO,2025,Found in question papers.
Chronological Order with Explanation,5,⚠️ REVIEW,NO,2025,Found in question papers.
Arrange the following works chronologically,5,⚠️ REVIEW,NO,2025,Found in question papers.
Absalom and Achitophel,5,⚠️ REVIEW,NO,2024,Found in question papers.
Twelfth Night,5,⚠️ REVIEW,NO,2024,Found in question papers.
Romeo and Juliet,5,⚠️ REVIEW,NO,2024,Found in question papers.
John Lyly,5,⚠️ REVIEW,NO,2024,Found in question papers.
Thomas Nashe,5,⚠️ REVIEW,NO,2025,Found in question papers.
Parson,5,⚠️ REVIEW,NO,2024,Found in question papers.
Here is the chronological,5,⚠️ REVIEW,NO,2024,Found in question papers.
Read the following passage carefully and give the answer of the questions,5,⚠️ REVIEW,NO,2025,Found in question papers.
The line in question,5,⚠️ REVIEW,NO,2025,Found in question papers.
Relevant lines that reflect this,5,⚠️ REVIEW,NO,2025,Found in question papers.
What internal conflict does the speaker express,5,⚠️ REVIEW,NO,2025,Found in question papers.
Read the following lines and give the answer of the questions,5,⚠️ REVIEW,NO,2025,Found in question papers.
MATCH THE LIST TYPE QUESTION,5,⚠️ REVIEW,NO,2025,Found in question papers.
Leo Lowenthal,5,⚠️ REVIEW,NO,2025,Found in question papers.
Critics associated with the Frankfurt School,5,⚠️ REVIEW,NO,2025,Found in question papers.
Which of the following statements have been given by Barbara Johnson,5,⚠️ REVIEW,NO,2025,Found in question papers.
Sir John Vanbrugh,5,⚠️ REVIEW,NO,2024,Found in question papers.
Arrange the following works of criticism in chronological order,5,⚠️ REVIEW,NO,2025,Found in question papers.
Which of the following issues is not focussed by Horace in his Ars Poetica,5,⚠️ REVIEW,NO,2025,Found in question papers.
Which of the following statements are correctly matched with the texts,5,⚠️ REVIEW,NO,2025,Found in question papers.
Which of the following statements are correct about Mulk Raj Anand,5,⚠️ REVIEW,NO,2025,Found in question papers.
Indian Writing in English in DEC 2025 UGC NET English,5,⚠️ REVIEW,NO,2025,Found in question papers.
Detailed Chronology,5,⚠️ REVIEW,NO,2025,Found in question papers.
D Utopia,5,⚠️ REVIEW,NO,2024,Found in question papers.
Empedocles on Etna is an example of __________,5,⚠️ REVIEW,NO,2025,Found in question papers.
Which of the following statements about Geoffrey Chaucer are correct,5,⚠️ REVIEW,NO,2025,Found in question papers.
Why these questions are asked in UGC NET English,5,⚠️ REVIEW,NO,2025,Found in question papers.
Which of the following statements about the Kailyard School are correct,5,⚠️ REVIEW,NO,2025,Found in question papers.
Which of the following novels is not an example of a dystopian novel,5,⚠️ REVIEW,NO,2025,Found in question papers.
Why this question is asked in UGC NET English,5,⚠️ REVIEW,NO,2025,Found in question papers.
George Etherege,5,⚠️ REVIEW,NO,2024,Found in question papers.
William Wycherley,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Trilogy,5,⚠️ REVIEW,NO,2025,Found in question papers.
Comedy of menace,5,⚠️ REVIEW,NO,2025,Found in question papers.
Short Story Collection,5,⚠️ REVIEW,NO,2024,Found in question papers.
Historical Retellings,5,⚠️ REVIEW,NO,2024,Found in question papers.
Christina Rossetti,5,⚠️ REVIEW,NO,2024,Found in question papers.
Elizabeth Barrett Browning,5,⚠️ REVIEW,NO,2024,Found in question papers.
Andrea del Sarto,5,⚠️ REVIEW,NO,2024,Found in question papers.
Dramatic Monologue,5,⚠️ REVIEW,NO,2024,Found in question papers.
Ode on Melancholy,5,⚠️ REVIEW,NO,2025,Found in question papers.
Ode to the West Wind,5,⚠️ REVIEW,NO,2024,Found in question papers.
Christabel,5,⚠️ REVIEW,NO,2025,Found in question papers.
The Tyger,5,⚠️ REVIEW,NO,2024,Found in question papers.
William Cowper,5,⚠️ REVIEW,NO,2024,Found in question papers.
The curfew tolls the knell of parting day,5,⚠️ REVIEW,NO,2025,Found in question papers.
Sir Richard Steele,5,⚠️ REVIEW,NO,2024,Found in question papers.
Restoration Tragedy,5,⚠️ REVIEW,NO,2024,Found in question papers.
Dictionaries,5,⚠️ REVIEW,NO,2024,Found in question papers.
Comedy Play,5,⚠️ REVIEW,NO,2025,Found in question papers.
Sailing to Byzantium,5,⚠️ REVIEW,NO,2025,Found in question papers.
Chapter 16,5,⚠️ REVIEW,NO,2025,Found in question papers.
Pied Beauty,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Importance of Being Earnest,5,⚠️ REVIEW,NO,2025,Found in question papers.
Lytton Strachey,5,⚠️ REVIEW,NO,2024,Found in question papers.
Walter Pater,5,⚠️ REVIEW,NO,2024,Found in question papers.
Thomas Babington Macaulay,5,⚠️ REVIEW,NO,2025,Found in question papers.
Thomas Carlyle,5,⚠️ REVIEW,NO,2024,Found in question papers.
Charles Kingsley,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Turn of the Screw,5,⚠️ REVIEW,NO,2025,Found in question papers.
Elizabeth Gaskell,5,⚠️ REVIEW,NO,2024,Found in question papers.
Benjamin Disraeli,5,⚠️ REVIEW,NO,2024,Found in question papers.
Touchstone Method,5,⚠️ REVIEW,NO,2025,Found in question papers.
Novel Series,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Reaction,5,⚠️ REVIEW,NO,2025,Found in question papers.
Book V,5,⚠️ REVIEW,NO,2025,Found in question papers.
Book IV,5,⚠️ REVIEW,NO,2025,Found in question papers.
RESTORATION TRAGEDY,5,⚠️ REVIEW,NO,2024,Found in question papers.
Authors and Works,5,⚠️ REVIEW,NO,2024,Found in question papers.
Margaret Drabble,5,⚠️ REVIEW,NO,2025,Found in question papers.
Malcolm Bradbury,5,⚠️ REVIEW,NO,2024,Found in question papers.
Comedy of Menace,5,⚠️ REVIEW,NO,2025,Found in question papers.
Do not go gentle into that good night,5,⚠️ REVIEW,NO,2025,Found in question papers.
Fern Hill,5,⚠️ REVIEW,NO,2025,Found in question papers.
Later Works,5,⚠️ REVIEW,NO,2024,Found in question papers.
A break with formal conventions,5,⚠️ REVIEW,NO,2024,Found in question papers.
Robert Graves,5,⚠️ REVIEW,NO,2025,Found in question papers.
Notable Works include,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Windhover,5,⚠️ REVIEW,NO,2024,Found in question papers.
Novella,5,⚠️ REVIEW,NO,2024,Found in question papers.
Literary works,5,⚠️ REVIEW,NO,2024,Found in question papers.
To His Coy Mistress,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which among the following statements are true,5,⚠️ REVIEW,NO,2024,Found in question papers.
Toni Morrison,5,⚠️ REVIEW,NO,2024,Found in question papers.
Transcendentalism,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Handbook to Literary Research,5,⚠️ REVIEW,NO,2025,Found in question papers.
Archival Method,5,⚠️ REVIEW,NO,2025,Found in question papers.
Types of Literary Research,5,⚠️ REVIEW,NO,2025,Found in question papers.
Metrical Feet,5,⚠️ REVIEW,NO,2024,Found in question papers.
Chapter 18,5,⚠️ REVIEW,NO,2025,Found in question papers.
Cultural Intermediaries,5,⚠️ REVIEW,NO,2024,Found in question papers.
Fan clubs,5,⚠️ REVIEW,NO,2024,Found in question papers.
Campus Novels,5,⚠️ REVIEW,NO,2024,Found in question papers.
King Arthur,5,⚠️ REVIEW,NO,2024,Found in question papers.
Chapter 3,5,⚠️ REVIEW,NO,2024,Found in question papers.
Allusion,5,⚠️ REVIEW,NO,2024,Found in question papers.
The poem uses,5,⚠️ REVIEW,NO,2025,Found in question papers.
Major Novels,5,⚠️ REVIEW,NO,2024,Found in question papers.
Key Points,5,⚠️ REVIEW,NO,2025,Found in question papers.
Men and Rivers,5,⚠️ REVIEW,NO,2024,Found in question papers.
List of works,5,⚠️ REVIEW,NO,2024,Found in question papers.
Affective,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Egoist Magazine,5,⚠️ REVIEW,NO,2024,Found in question papers.
Waiting for Godot,5,⚠️ REVIEW,NO,2025,Found in question papers.
Reviews,5,⚠️ REVIEW,NO,2024,Found in question papers.
Short story collection,5,⚠️ REVIEW,NO,2024,Found in question papers.
Autobiography,5,⚠️ REVIEW,NO,2024,Found in question papers.
Henry David Thoreau,5,⚠️ REVIEW,NO,2024,Found in question papers.
Contrapuntal Reading,5,⚠️ REVIEW,NO,2024,Found in question papers.
Seven types,5,⚠️ REVIEW,NO,2025,Found in question papers.
A little Learning is a dangerous thing,5,⚠️ REVIEW,NO,2024,Found in question papers.
Short story collections,5,⚠️ REVIEW,NO,2024,Found in question papers.
Read the following poem and answer the question,5,⚠️ REVIEW,NO,2024,Found in question papers.
Mill on the Floss by George Eliot,5,⚠️ REVIEW,NO,2024,Found in question papers.
Thomas Kyd,5,⚠️ REVIEW,NO,2024,Found in question papers.
Ben Jonson,5,⚠️ REVIEW,NO,2025,Found in question papers.
Apostrophe,5,⚠️ REVIEW,NO,2024,Found in question papers.
SMOKE,5,⚠️ REVIEW,NO,2024,Found in question papers.
Frantz Fanon,5,⚠️ REVIEW,NO,2024,Found in question papers.
C and B only,5,⚠️ REVIEW,NO,2024,Found in question papers.
A is not correct but R is correct,5,⚠️ REVIEW,NO,2025,Found in question papers.
A is correct but R is not correct,5,⚠️ REVIEW,NO,2025,Found in question papers.
The Grammar Translation Method,5,⚠️ REVIEW,NO,2024,Found in question papers.
Adrienne Rich,5,⚠️ REVIEW,NO,2024,Found in question papers.
Herbert Marcuse,5,⚠️ REVIEW,NO,2024,Found in question papers.
Gurcharan Das,5,⚠️ REVIEW,NO,2024,Found in question papers.
Lord Macaulay,5,⚠️ REVIEW,NO,2025,Found in question papers.
Laurence Olivier,5,⚠️ REVIEW,NO,2025,Found in question papers.
Actant,5,⚠️ REVIEW,NO,2025,Found in question papers.
QUESTION 93,5,⚠️ REVIEW,NO,2024,Found in question papers.
QUESTION 92,5,⚠️ REVIEW,NO,2024,Found in question papers.
QUESTION 91,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Tempest,5,⚠️ REVIEW,NO,2024,Found in question papers.
Bhavabhuti,5,⚠️ REVIEW,NO,2024,Found in question papers.
Kiran Desai,5,⚠️ REVIEW,NO,2024,Found in question papers.
Charles Wilkins,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following are correct,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Power and the Glory,5,⚠️ REVIEW,NO,2024,Found in question papers.
Robert Browning,5,⚠️ REVIEW,NO,2024,Found in question papers.
QUESTION 100,5,⚠️ REVIEW,NO,2024,Found in question papers.
QUESTION 99,5,⚠️ REVIEW,NO,2024,Found in question papers.
a narrative poem,5,⚠️ REVIEW,NO,2025,Found in question papers.
Major Characters,5,⚠️ REVIEW,NO,2025,Found in question papers.
On Shakespeare,5,⚠️ REVIEW,NO,2024,Found in question papers.
Susan Sontag,5,⚠️ REVIEW,NO,2024,Found in question papers.
Telegraphic speech,5,⚠️ REVIEW,NO,2025,Found in question papers.
Babbling,5,⚠️ REVIEW,NO,2025,Found in question papers.
Cooing,5,⚠️ REVIEW,NO,2025,Found in question papers.
epic theatre,5,⚠️ REVIEW,NO,2025,Found in question papers.
Centre for Contemporary Cultural Studies,5,⚠️ REVIEW,NO,2024,Found in question papers.
Harold Bloom,5,⚠️ REVIEW,NO,2024,Found in question papers.
Article 343,5,⚠️ REVIEW,NO,2024,Found in question papers.
The Calcutta Chromosome,5,⚠️ REVIEW,NO,2024,Found in question papers.
Hermeneutic,5,⚠️ REVIEW,NO,2025,Found in question papers.
Both A and R are correct and R is the correct explanation of A,5,⚠️ REVIEW,NO,2025,Found in question papers.
QUESTION 98,5,⚠️ REVIEW,NO,2024,Found in question papers.
QUESTION 97,5,⚠️ REVIEW,NO,2024,Found in question papers.
QUESTION 96,5,⚠️ REVIEW,NO,2024,Found in question papers.
QUESTION 95,5,⚠️ REVIEW,NO,2024,Found in question papers.
QUESTION 94,5,⚠️ REVIEW,NO,2024,Found in question papers.
University of Birmingham,5,⚠️ REVIEW,NO,2024,Found in question papers.
crisis of meaning,5,⚠️ REVIEW,NO,2024,Found in question papers.
Antonio Gramsci,5,⚠️ REVIEW,NO,2024,Found in question papers.
William Makepeace Thackeray,5,⚠️ REVIEW,NO,2024,Found in question papers.
Other Explanation,5,⚠️ REVIEW,NO,2024,Found in question papers.
A and C only,5,⚠️ REVIEW,NO,2024,Found in question papers.
A and B only,5,⚠️ REVIEW,NO,2024,Found in question papers.
Both A and R are correct but R is NOT the correct explanation of A,5,⚠️ REVIEW,NO,2025,Found in question papers.
Louis Althusser,5,⚠️ REVIEW,NO,2024,Found in question papers.
Gerard Manley Hopkins,5,⚠️ REVIEW,NO,2024,Found in question papers.
Nihilism,5,⚠️ REVIEW,NO,2024,Found in question papers.
Nadine Gordimer,5,⚠️ REVIEW,NO,2024,Found in question papers.
Spanish,5,⚠️ REVIEW,NO,2024,Found in question papers.
Decolonising the Mind,5,⚠️ REVIEW,NO,2024,Found in question papers.
noble savage,5,⚠️ REVIEW,NO,2025,Found in question papers.
Christopher Marlowe,5,⚠️ REVIEW,NO,2024,Found in question papers.
Literature review provides,5,⚠️ REVIEW,NO,2024,Found in question papers.
What is the full form of APA,5,⚠️ REVIEW,NO,2024,Found in question papers.
Research Aptitude 8 Questions,5,⚠️ REVIEW,NO,2024,Found in question papers.
Which of the following definitions of linguistic terms are correct,5,⚠️ REVIEW,NO,2024,Found in question papers.
Creole identity and mixed heritage,5,⚠️ REVIEW,NO,2024,Found in question papers.
